
Standard & Poors 500 Index,Last: 4115.9902,Change:  6.8802
"Date: April 11, 2023 at 3:56 PM EDT",Bid: 4115.48,Ask: 4116.48,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Jun 16 2023,SPX230616C03490000,0,0,657.4,661.9,0,0.2678,0.9406,0.0002,0,3490.00,SPX230616P03490000,12.8,-1.25,12.4,12.6,11,0.2693,-0.0602,0.0002,867
Fri Jun 16 2023,SPX230616C03500000,615.62,0,647.9,652.4,0,0.2662,0.9386,0.0003,5177,3500.00,SPX230616P03500000,12.4,-2.1,12.8,13,2300,0.2676,-0.0622,0.0003,54540
Fri Jun 16 2023,SPX230616C03510000,0,0,638.4,642.9,0,0.2646,0.9365,0.0003,0,3510.00,SPX230616P03510000,14,-1,13.3,13.5,10,0.2664,-0.0643,0.0003,745
Fri Jun 16 2023,SPX230616C03520000,534.99,0,629,633.5,0,0.2633,0.9343,0.0003,1,3520.00,SPX230616P03520000,13.9,-1.6,13.7,13.9,240,0.2646,-0.0665,0.0003,7719
Fri Jun 16 2023,SPX230616C03525000,674.94,0,624.3,628.7,0,0.2625,0.9332,0.0003,107,3525.00,SPX230616P03525000,14.08,-1.67,13.9,14.1,12,0.2636,-0.0676,0.0003,5335
Fri Jun 16 2023,SPX230616C03530000,0,0,619.5,624,0,0.2616,0.9321,0.0003,1,3530.00,SPX230616P03530000,15.8,0,14.2,14.4,0,0.2632,-0.0688,0.0003,958
Fri Jun 16 2023,SPX230616C03540000,0,0,610.1,614.6,0,0.2602,0.9297,0.0003,0,3540.00,SPX230616P03540000,14.39,-2.16,14.7,14.9,60,0.2617,-0.0711,0.0003,375
Fri Jun 16 2023,SPX230616C03550000,568.11,0,600.7,605.2,0,0.2587,0.9273,0.0003,1015,3550.00,SPX230616P03550000,14.61,-2.49,15.2,15.4,567,0.2601,-0.0736,0.0003,14224
Fri Jun 16 2023,SPX230616C03560000,419.36,0,591.4,595.8,0,0.2573,0.9248,0.0003,1,3560.00,SPX230616P03560000,16.7,-1,15.7,15.9,1,0.2585,-0.0761,0.0003,6993
Fri Jun 16 2023,SPX230616C03570000,0,0,582,586.4,0,0.2557,0.9222,0.0003,11,3570.00,SPX230616P03570000,17.9,0,16.2,16.5,0,0.257,-0.0787,0.0003,932
Fri Jun 16 2023,SPX230616C03575000,460.68,0,577.4,581.8,0,0.2548,0.9208,0.0003,33,3575.00,SPX230616P03575000,17.25,-1.4,16.5,16.7,227,0.2561,-0.08,0.0003,4166
Fri Jun 16 2023,SPX230616C03580000,391.25,0,572.7,577.1,0,0.2544,0.9194,0.0003,1,3580.00,SPX230616P03580000,17,-1.95,16.8,17,1,0.2554,-0.0814,0.0003,3165
Fri Jun 16 2023,SPX230616C03590000,435.57,0,563.5,567.8,0,0.2531,0.9166,0.0004,1,3590.00,SPX230616P03590000,19.35,0,17.4,17.6,0,0.2539,-0.0842,0.0004,1051
Fri Jun 16 2023,SPX230616C03600000,522.21,0,554.2,558.4,0,0.2518,0.9137,0.0004,3348,3600.00,SPX230616P03600000,18.11,-2.24,18,18.3,4470,0.2526,-0.0871,0.0004,35029
Fri Jun 16 2023,SPX230616C03610000,0,0,544.9,549.2,0,0.2501,0.9107,0.0004,0,3610.00,SPX230616P03610000,22.75,0,18.7,18.9,0,0.2511,-0.0902,0.0004,576
Fri Jun 16 2023,SPX230616C03615000,0,0,540.2,544.6,0,0.2493,0.9091,0.0004,0,3615.00,SPX230616P03615000,23.15,0,19,19.2,0,0.2503,-0.0917,0.0004,131
Fri Jun 16 2023,SPX230616C03620000,530.15,2.9,535.6,539.9,1,0.2484,0.9076,0.0004,9,3620.00,SPX230616P03620000,19.36,-2.44,19.4,19.6,2,0.2496,-0.0933,0.0004,1111
Fri Jun 16 2023,SPX230616C03625000,392.04,0,531,535.3,0,0.2478,0.906,0.0004,82,3625.00,SPX230616P03625000,19.02,-3.13,19.7,19.9,39,0.2489,-0.0949,0.0004,4372
Fri Jun 16 2023,SPX230616C03630000,372.3,0,526.4,530.7,0,0.2471,0.9043,0.0004,14,3630.00,SPX230616P03630000,22.85,0,20,20.3,0,0.2482,-0.0965,0.0004,1419
Fri Jun 16 2023,SPX230616C03635000,0,0,521.8,526.1,0,0.2464,0.9027,0.0004,0,3635.00,SPX230616P03635000,20.9,-2.05,20.4,20.6,13,0.2474,-0.0982,0.0004,117
Fri Jun 16 2023,SPX230616C03640000,461.26,0,517.2,521.5,0,0.2456,0.901,0.0004,2,3640.00,SPX230616P03640000,21.72,-1.63,20.8,21,1,0.2468,-0.0999,0.0004,1724
Fri Jun 16 2023,SPX230616C03645000,417.77,0,512.7,517,0,0.2452,0.8993,0.0004,1,3645.00,SPX230616P03645000,20.45,-3.3,21.1,21.4,1,0.246,-0.1016,0.0004,605
Fri Jun 16 2023,SPX230616C03650000,387.49,0,508.1,512.4,0,0.2444,0.8975,0.0004,1148,3650.00,SPX230616P03650000,21.59,-2.61,21.5,21.8,236,0.2452,-0.1033,0.0004,16858
Fri Jun 16 2023,SPX230616C03655000,424.61,0,503.5,507.8,0,0.2436,0.8957,0.0004,12,3655.00,SPX230616P03655000,24.43,0,21.9,22.1,0,0.2445,-0.1051,0.0004,105
Fri Jun 16 2023,SPX230616C03660000,513.92,0,499,503.2,0,0.2429,0.8939,0.0004,1,3660.00,SPX230616P03660000,22.17,-2.88,22.3,22.5,1530,0.2438,-0.1069,0.0004,705
Fri Jun 16 2023,SPX230616C03665000,380.85,0,494.4,498.7,0,0.2422,0.8921,0.0004,1,3665.00,SPX230616P03665000,28.53,0,22.7,22.9,0,0.2431,-0.1088,0.0004,102
Fri Jun 16 2023,SPX230616C03670000,470.08,0,489.9,494.1,0,0.2415,0.8902,0.0004,5,3670.00,SPX230616P03670000,25.6,0,23.1,23.3,0,0.2424,-0.1106,0.0004,2004
Fri Jun 16 2023,SPX230616C03675000,395.59,0,485.4,489.6,0,0.241,0.8883,0.0004,685,3675.00,SPX230616P03675000,22.8,-3.65,23.5,23.8,107,0.2418,-0.1125,0.0004,8128
Fri Jun 16 2023,SPX230616C03680000,461.18,0,480.8,485.1,0,0.2402,0.8864,0.0005,6,3680.00,SPX230616P03680000,23.11,-3.79,24,24.2,5,0.2412,-0.1144,0.0005,960
Fri Jun 16 2023,SPX230616C03685000,382.88,0,476.3,480.6,0,0.2394,0.8845,0.0005,1,3685.00,SPX230616P03685000,27.41,0,24.4,24.6,0,0.2404,-0.1164,0.0005,128
Fri Jun 16 2023,SPX230616C03690000,392.04,0,471.8,476,0,0.2388,0.8825,0.0005,3,3690.00,SPX230616P03690000,27.51,0,24.8,25.1,0,0.2397,-0.1184,0.0005,572
Fri Jun 16 2023,SPX230616C03695000,438.33,0,467.3,471.5,0,0.2381,0.8804,0.0005,3,3695.00,SPX230616P03695000,34.9,0,25.3,25.5,0,0.239,-0.1204,0.0005,366
Fri Jun 16 2023,SPX230616C03700000,446.31,0,462.8,467,0,0.2374,0.8784,0.0005,6082,3700.00,SPX230616P03700000,25.82,-3.03,25.7,26,941,0.2383,-0.1224,0.0005,45120
Fri Jun 16 2023,SPX230616C03705000,411.62,0,458.3,462.5,0,0.2367,0.8763,0.0005,5,3705.00,SPX230616P03705000,34.22,0,26.2,26.4,0,0.2375,-0.1245,0.0005,82
Fri Jun 16 2023,SPX230616C03710000,402.78,0,453.9,458.1,0,0.2361,0.8742,0.0005,10,3710.00,SPX230616P03710000,26.55,-3.35,26.7,26.9,22,0.2369,-0.1267,0.0005,750
Fri Jun 16 2023,SPX230616C03715000,465.7,0,449.4,453.6,0,0.2354,0.872,0.0005,3,3715.00,SPX230616P03715000,35.35,0,27.2,27.4,0,0.2362,-0.1288,0.0005,286
Fri Jun 16 2023,SPX230616C03720000,463.03,0,445,449.1,0,0.2348,0.8698,0.0005,23,3720.00,SPX230616P03720000,30.75,0,27.7,27.9,0,0.2354,-0.131,0.0005,1070
Fri Jun 16 2023,SPX230616C03725000,454.17,0,440.5,444.6,0,0.234,0.8676,0.0005,1559,3725.00,SPX230616P03725000,27.16,-4.39,28.1,28.4,6,0.2347,-0.1332,0.0005,11837
Fri Jun 16 2023,SPX230616C03730000,406.33,0,436.1,440.2,0,0.2334,0.8654,0.0005,11,3730.00,SPX230616P03730000,27.63,-4.42,28.7,28.9,5,0.2341,-0.1355,0.0005,936
Fri Jun 16 2023,SPX230616C03735000,445.94,0,431.7,435.8,0,0.2328,0.8631,0.0005,4,3735.00,SPX230616P03735000,39.6,0,29.2,29.4,0,0.2334,-0.1378,0.0005,101
Fri Jun 16 2023,SPX230616C03740000,443.48,0,427.2,431.3,0,0.2319,0.8608,0.0006,18,3740.00,SPX230616P03740000,28.71,-4.54,29.7,30,4,0.2327,-0.1401,0.0006,1970
